customer_id,customer_name,cust_first_inv_date,ar_pct_curr,delivery_count,net_sales_amt,cust_mar_qual
100007229,QUAIL CHASE GOLF CLUB,2006-03-15,0.63,,10553.51,0.303
100007838,EURO TABLE INC,2006-04-21,0.932,,16706.8,0.219
100007950,DOWNTOWN HOUSE OF PIZZA,2014-06-26,0.716,,305.24,0.196
100008692,1ST BAPTIST CHURCH,2006-08-28,0.823,,3229.45,0.227
100008780,Brentwood Academy,2019-07-29,1,,1129.3,0.263
100008871,CHOCOLATE FASHION-GABLES,2018-08-23,1,,48.3,-0.628
100009226,MOMO KOREAN BBQ,2006-08-22,0,,248.2,0.111
100009542,LAKESIDE REFLECTIONS,2006-09-21,-0.052,,957.74,0.179
100009676,CENTENNIAL CLUB,2021-08-10,0.694,,945.52,0.343
100009899,STANDARD COUNTRY CLUB,2019-05-17,0.971,,10355.67,0.229
100010351,Econo Lodge,2007-03-02,1,,675.3,0.448
100010447,BISTRO MEZZALUNA,2019-02-26,0.074,,122.84,0.361
100010496,HYATT REGENCY LEXINGTON,2010-07-16,1.525,,2361.32,0.226
100010596,MONKEY JUNGLE,2006-12-15,0.299,,839.24,0.271
100011163,TOLEDO SERVICE CENTER,2007-02-01,-0.072,,249,0.291
100011300,STS CONSTANTINE & HELEN GREEK ORTHODOX,2007-02-02,0,,1098.78,0.322
100011441,PERE MARQUETTE LODGE,2016-11-18,0.896,,520.66,0.269
100011470,LEARNING EXPERIENCE (THE),2007-02-23,0.138,,3269.61,0.393
100011570,FOSTER'S TOO,2023-07-20,0.924,,4703.93,0.367
100011704,FREDERICK'S CAFE,2007-05-03,0.909,,3182.45,0.401
100011714,RICKARD RIDGE BBQ,2017-09-28,1,,714.69,0.449
100011982,DEERHEAD PIZZA LLC,2012-06-22,0.556,,165.22,0.882
100012166,OWL CREEK COUNTRY CLUB,2008-12-31,1,,184.02,0.324
100012372,YMCA OF GREATER LOUISVILLE NORTH EAST,2007-04-26,0.5,,276.38,0.311
100012598,A THIERRY'S CATERING & EVENT DESIGN,2021-10-27,1,,299.73,0.292
100012801,PIO'S RESTAURANT,2014-11-19,1,,4633.99,0.282
100012982,GREAT HARVEST BREAD CO.-LAFAYETTE,2023-04-11,0.983,,2496.98,0.392
100013102,JORDAN'S FAMILY RESTAURANT,2019-03-07,-10.677,,2953.04,0.288
100013255,GEORGE DUNN GOLF COURSE,2007-07-25,0.686,,1482.19,0.343
100013256,JOE LOUIS (THE CHAMP) 18703E,2007-08-01,0,,293.94,0.227
100013267,WHITE MOUNTAIN GOLF COURSE - 18958E,2008-03-18,1,,2336.21,0.07
100013292,KARLA BAKERY III,2021-06-03,1,,204.08,0.121
100013421,LIGHTHOUSE CAFE,2012-02-03,0.998,,2247.14,0.256
100013437,PEGGYS PLACE,2011-04-13,1,,174.01,0.3
100013449,QUALITY INN OF MARSHALL,2007-07-24,1,,606.98,0.488
100013506,PICKLES CAFE,2007-10-02,1,,591.68,0.708
100013532,EL CARAJO INTL TAPAS AND WINES,2016-06-07,0.996,,1149.48,0.282
100013597,JOE'S BREWERY,2007-07-17,1,,57.98,0.381
100013650,POST AND BEAM,2015-10-30,0.018,,4176.84,0.302
100013679,BERWICK PIZZA AND SUBS,2007-07-23,0.708,,3509.31,0.309
100013691,ALAMO (THE),2017-03-17,0.235,,627.27,0.151
100013988,DIVERSEY RIVER BOWL,2007-07-27,1,,762.37,0.173
100014074,PARMA ELKS #1938,2007-09-06,0,,58.67,0.529
100014329,JOURNEY (THE),2014-02-07,0,,166.31,0.59
100014442,MEKONG CAFE #2 INC,2007-08-08,0,,417.39,0.343
100014500,TYPE A CATERING,2021-07-06,0.463,,791.47,0.282
100014606,RP Adler's Pub & Grill,2022-10-06,0.86,,1303.97,0.348
100014808,MAKINO JAPANESE BUFFET,2007-08-22,1,,34.97,-5.083
100014942,LOTUS ROOM,2007-09-12,0.973,,1053.75,0.108
100014954,Quality Inn Bellville - Mansfie 368510E,2019-07-12,0.706,,6622.95,0.426
100015389,NEW SUPER WOK,2007-09-07,0.086,,349.11,0.081
100015392,GYRO TOWN,2007-09-12,0,,3215.39,0.222
100015493,CROW'S NEST RESTAURANT,2007-09-07,0,,1986.67,0.166
100015527,DANADA DELI & PANTRY,2016-04-06,1,,923.13,0.502
100015960,KARL EHMER MEATS,2007-09-19,1,,43.91,0.375
100016099,HUNTER'S ALE HOUSE,2016-05-20,0.992,,3274.33,0.344
100016171,ISLANDER BAR (THE),2023-07-28,1,,2660.9,0.3
100016403,Schiro's Restaurant & Lounge,2022-09-02,0.482,,1805.22,0.242
100016460,OLD TOWN SOUP KITCHEN,2024-05-10,0.859,,1843.45,0.515
100016504,AZUR RESTAURANT,2022-03-16,1,,252,0.866
100016748,PERFECT PARTY CATERING,2007-10-17,0.912,,247.44,0.368
100016938,HILTON GARDEN INN - SOUTH BEND,2007-10-15,1,,1610.95,0.25
100017029,COUNTRY HOUSE OF CLARENDON HILLS,2007-10-24,0,,129.68,0.36
100017383,GMH MILITARY HOUSING MANAGEMENT,2008-01-18,0.105,,435.51,0.24
100017441,4 J'S PIZZA,2007-11-02,1,,601.68,0.165
100017491,HUSSEY'S RESTAURANT,2007-12-10,1,,3.77,0.569
100017624,STAR OF INDIA,2016-05-13,1,,228,0.851
100017705,ROCKWELL'S RED LION,2010-12-03,0,,463.49,0.296
100017751,ENTICING CUISINE,2013-05-30,1,,2431.72,0.357
100017818,TAYLOR BIG BOY,2008-02-18,1,,221.71,0.323
100017928,LOBY'S BAR & GRILLE,2015-06-12,0.137,,4619.64,0.32
100018205,NEW DRAGON,2007-12-06,0.401,,5412.29,0.23
100018217,MY THAI RESTAURANT,2007-12-19,0.983,,900.87,0.199
100018222,R PLACE- MAIN,2023-02-21,0.214,,501.63,0.644
100018330,Selenti's Pizza,2007-12-19,0.982,,4822.44,0.293
100018645,KNIGHTS OF COLUMBUS,2007-12-19,0,,406.43,0.17
100018648,EGGS R US,2007-12-14,0.767,,2645.67,0.217
100018890,MILLER PIZZA BY THE BEACH,2021-04-02,0.029,,47913.69,0.216
100018961,PIT STOP PUB,2008-01-04,1,,436.93,0.214
100019040,CHINA EXPRESS,2007-12-27,0.864,,5030.17,0.172
100019308,Bucci's J Bella,2022-09-16,0.223,,74.85,0.351
100019681,D & R MARKET / BBQ & CATERING,2017-03-02,0.977,,9105.37,0.259
100019745,EL MAGUEY GRILL,2020-07-14,0,,426.57,0.338
100019753,Silver Express,2008-01-24,0,,9254.53,0.307
100019951,KNIGHTS OF COLUMBUS - CHESANING,2008-01-30,0.198,,214.37,0.342
100019969,ROBINSON'S BAR & GRILL,2017-03-03,0.944,,18284.45,0.234
100020010,CARDONE'S,2015-06-01,1,,904.63,0.127
100020035,POTTS SPORTS CAFE,2021-04-30,0.557,,4348.66,0.348
100020132,AMERICAN LOMBARDI SOCIETY,2008-05-02,0.53,,894.24,0.24
100020224,HOLIDAY INN EXPRESS- MUNISING,2008-02-18,0.309,,147.13,0.376
100020324,Comfort Inn Powell-Knoxville 368800E,2012-04-25,0.763,,3204.09,0.361
100020329,PIZZERIA #2 (THE),2008-02-08,1,,137.2,0.346
100020528,WATERFORD BANQUET,2012-03-14,0,,25.98,0.39
100020597,HOLIDAY INN EXPRESS,2008-02-21,1,,265.04,0.32
100020691,COSMOS CAFE & PIZZERIA,2008-02-21,0.907,,3807.53,0.189
100020715,BARBATO'S (SUMMIT),2008-09-03,1,,118.29,0.331
100020754,CHINA HOUSE,2008-02-22,0,,1737.81,0.235
100020778,Taft Street Cafe,2023-07-06,0.374,,681.34,0.338
100020950,PIZZERIA #1 (THE),2024-04-26,1,,1153.56,0.272
100020961,TOP OF THE RIDGE CATERING,2008-02-27,0.659,,1141.81,0.231
100021007,CULINARY CONCEPTS,2008-03-26,0,,680.35,-0.306
100021024,BELLA NOTTE RISTORANTE,2008-02-29,0.001,,3349.09,0.09
100021041,ST JOHNS CHRISTIAN CHURCH,2009-04-08,1,,377.68,0.353
100021297,EL SALTO MEXICAN RESTAURANT- MUNSTER,2018-08-22,0.953,,2866.23,0.394
100021356,B & B Carryout,2019-12-05,1,,376.46,0.481
100021594,WING GARDEN,2008-03-21,1,,861.59,0.398
100021668,VALLEY VIEW GOLF CLUB,2018-12-29,0.195,,203.78,0.285
100021690,ARI'S DINER,2013-10-09,0.258,,927.5,0.214
100021691,RIVERHOUSE INN,2014-03-28,0.606,,1002.17,0.267
100021760,ZONA FRESCA,2011-11-16,0.942,,1140.25,0.399
100022010,LAKESHORE PHARMACIES,2008-04-17,0,,161,0.297
100022045,BOULDER CREEK GOLF CLUB,2022-04-21,0.975,,4076.44,0.188
100022156,PATTERSON FRUIT FARM,2008-05-16,1,,133.71,0.296
100022214,POELKING LANES,2008-04-16,0.927,,220.92,0.254
100022304,D'MASTI CATERING,2008-05-14,-0.748,,846.64,0.421
100022339,BREW GARDEN,2008-04-23,0.584,,3642.22,0.348
100022376,FOSTER'S MEAT SALES,2008-04-09,1,,2779.68,0.134
100022378,POWER SMOOTHIE,2008-04-09,0.993,,955.16,0.703
100022551,PONY (THE),2008-04-14,0.995,,19890.72,0.26
100022579,BERGSTEIN'S NY DELI - CHICAGO HEIGHTS,2017-09-19,0.56,,2270.26,0.407
100022849,Arentfox Schiff,2008-04-30,0.689,,1483.18,0.54
100022880,La Chatelaine,2023-01-25,1,,85.67,0.34
100022980,CEDARS PALACE INC,2015-04-20,0.988,,4690.2,0.198
100023106,SANFRATELLO - DYER,2008-05-09,0.984,,2948.77,0.537
100023194,VETERANS CLUB OF AMERICA,2008-05-06,-0.029,,946.99,1
100023216,WROUGHT IRON GRILL,2011-06-10,0.001,,13.4,-13.294
100023242,HILLIARD LAKES GOLF COURSE,2008-05-29,0.117,,7994.84,0.229
100023354,KOEZE'S NUT HOUSE,2008-05-07,0.62,,3037.94,0.321
100023384,TIMOTHY'S RESTAURANT,2021-03-03,0.931,,1225.03,0.385
100023410,VIANNA YANGS CHINESE RESTAURANT,2018-06-12,0,,112.96,0.166
100023513,GRAMMAS PIZZA (OHIO PIKE),2008-05-29,0,,646.48,0.409
100023826,DONCKERS,2008-07-09,0,,909.05,0.306
100023850,WORLD OUTREACH CHURCH,2011-06-10,0.145,,32.97,0.381
100024075,GREEN STREET TAVERN,2008-06-03,1,,732.65,0.31
100024090,GOWANIE GOLF CLUB,2010-04-27,0.715,,2147.67,0.283
100024193,AMERICAN LEGION - 381,2024-01-10,1.95,,1408.16,0.448
100024320,HOLIDAY INN FORT WAYNE,2008-08-04,0.883,,6535.96,0.274
100024345,YUCATAN BEACH STAND,2013-06-07,0.61,,206.75,0.463
100024379,DOWNEY'S HOUSE,2015-12-28,-0.574,,388.86,0.155
100024395,THREE HAPPINESS,2018-04-13,1,,522.32,0.196
100024414,Lakewood Shores POA,2014-05-27,0.716,,13717.97,0.383
100024436,FAIRVIEW TAVERN,2008-06-20,0.99,,11681.95,0.232
100024773,TERRA VERDE GOLF COURSE  - 20159E,2012-06-19,0.783,,4819.15,0.294
100024781,SODERMAN CATERING,2008-07-15,0,,2937.04,0.287
100024812,Magnuson Grand Pioneer Inn and Suites,2008-08-12,0.994,,5087.43,0.566
100025017,MIAMI AND ERIE RESTAURANT AND LOUNGE,2015-01-02,0.85,,3044.45,0.219
100025145,CENTIER BANK,2008-08-27,0.963,,31851.64,0.323
100025221,TAZWELL FESTIVAL CENTER,2008-07-21,0.637,,436.12,0.239
100025285,La Roccas Pizza & Pasta,2008-09-11,0,,444.66,0.208
100025330,GRACE LUTHERAN CHURCH,2008-10-30,0,,311.77,0.394
100025536,PLAINWELL ICE CREAM CO,2009-03-26,1,,1184.57,0.232
100025637,BEGGAR'S PIZZA - CHICAGO,2008-09-05,0,,128.94,0.505
100025793,BROWNIE POINTS,2008-11-18,0.768,,4183.65,0.28
100025795,HOUGHTON LAKE EAGLES # 3201,2019-12-12,0,,2456.17,0.259
100025909,RDX SALSARITAS CORPORATE - DOUGLASVILLE,2024-03-18,0.998,,14351.95,0.989
100025976,Basil's Flame Broiled Chicken Manatee,2023-04-03,1,,197.13,0.336
100026149,ROCKY MOUNTAIN CHOCOLATE FACTORY,2008-08-13,0,,29.96,0.615
100026184,BAR NONE,2008-08-08,1,,358.98,0.123
100026639,SHARKY'S SPORTS BAR,2017-07-21,0.83,,17999.43,0.259
100026714,JONES BOYS MARKET,2008-08-26,0,,119.88,0.501
100026741,MIKE'S PIZZERIA - ALTO,2010-01-27,0.771,,734.15,0.326
100026874,MOREY COURTS RECREATION CENTER,2008-09-10,0.994,,948.99,0.256
100026880,SONSHINE HOUSE CHRISTIAN DAY CARE,2023-02-13,1,,91.96,0.479
100027015,GEORGES GYROS,2023-11-09,0.413,,12618.88,0.278
100027490,MR YOU CHINESE,2008-09-10,0.684,,1749.07,-0.316
100027513,STONEY ACRES WINERY,2008-09-12,0,,511.22,0.408
100027615,Log Cabin Inn,2023-03-09,0.898,,14882.14,0.319
100027830,KALIDA FISH & GAME CLUB,2008-09-19,0.81,,767.32,0.318
100027996,KAUFMAN BAGEL & DELICATESSEN,2012-10-31,0,,3485.28,0.479
100028106,ST JOSEPHS PARK AMERICAN LEGION P 1080,2008-11-19,0.975,,195.08,0.468
100028230,PRIME CUTS,2013-09-13,0,,1937.59,0.332
100028242,MOKKA AND THE SUNSET BAR AND GRILL LLC,2008-10-15,0.898,,4538.87,0.307
100028280,LE ELLA LANES,2008-10-07,0,,308.27,0.335
100028290,LASCASSAS BAPTIST CHURCH,2023-02-07,1,,459.57,0.333
100028358,BIZZARRO'S PIZZA COMPANY,2023-10-03,0.994,,7862.09,0.24
100028468,BRICKHOUSE WEST,2009-01-27,0.989,,2931.48,0.347
100028479,Indigo Bluffs RV Park & Resort,2024-06-10,0.045,,136.8,0.241
100028880,EL AMIGO PEPE,2008-10-29,1,,1576.14,0.207
100028909,D'BEST SUB SHOP,2008-10-23,0.933,,1958.89,0.188
100029005,WOODHAVEN COUNTRY CLUB,2023-05-04,0.567,,5392.21,0.436
100029231,BUTCHERS BEST MEATS & DELI,2008-10-31,0.267,,328.48,0.327
100029257,CARVERS STEAKS & CHOPS,2012-11-21,-20.344,,715.31,0.308
100029357,SENORITA BONITAS,2008-11-20,0.958,,3719.86,0.279
100029426,BISTRO (THE),2010-03-24,0.987,,731.21,0.335
100029578,DALES DELI,2008-11-21,0.026,,14175.83,0.374
100029631,BUCKEYE EVENT CENTER,2009-01-09,1,,416.77,0.278
100029719,MULTI LAKES CONSERVATION ASSOC,2009-01-06,0.801,,2367.83,0.252
100029761,STINGERS BAR & GRILL,2008-11-18,0.685,,622.63,0.295
100029880,THAI PARADISE,2012-12-06,0.885,,5079.81,0.206
100029978,COMFORT SUITES,2015-09-04,0,,172.6,0.383
100029983,Don's Creamy Whip,2008-11-24,0.468,,1363.09,0.321
100029984,LAGNIAPPE BRASSERIE,2011-05-05,0.508,,472.57,0.119
100030062,WASABI STEAKHOUSE,2018-03-06,0,,7261.91,0.107
100030168,ST MICHAEL'S CHURCH,2008-12-03,0.981,,4459.12,0.323
100030277,SCHNUCKS #721 CHEF EXPRESS PIZZERIA,2024-01-31,0.239,,2808.39,0.422
100030304,COMFORT SUITES FOREST PARK,2008-12-10,0.327,,4823.3,0.694
100030305,TEXAS ROAD HOUSE,2008-12-04,1,,147.15,0.125
100030391,AMBASSADOR CAFE,2019-03-28,0.885,,4426.44,0.367
100030516,ST AMBROSE CHURCH,2008-12-12,1,,72.98,0.754
100030599,LOU & GIB REESE ICE ARENA,2008-12-18,1.08,,2250.18,0.336
100030740,Champs Rollerdrome,2008-12-31,0,,1729.23,0.279
100031298,GULF SHORES RESTAURANT & GRILL,2009-02-05,0.917,,6264.25,0.246
100031463,Lago Mar Beach Resort & Club,2022-03-19,1,,69.98,0.249
100031490,UNOH EVENT CENTER,2024-05-30,0.787,,411.4,0.364
100031527,GRANOLA JAR (THE),2009-02-12,0.689,,9181.73,0.316
100031550,GRAFTON WINERY,2009-02-04,0.875,,274.75,-1.805
100031579,LA SAJ-Sterling Heights,2009-05-15,0.827,,4580.64,-0.197
100031678,MIRAMARE RISTORANTE,2009-01-31,1,,86.71,0.142
100031699,SCHNUCKS #754 DELI,2023-11-03,0.186,,4639.74,0.302
100031726,BIG TONY'S PIZZERIA & VIDEO,2012-06-08,0.977,,3024.73,0.362
100031930,Ivy Restaurant,2023-08-18,-7.302,,957.88,0.364
100032164,MIMI'S DINER,2009-02-06,0.707,,6315.47,0.258
100032205,CRAVINGS ALA CARTE,2009-02-04,-0.601,,495.05,-3.088
100032209,MERE BULLES,2009-02-13,1,,2486.29,0.789
100032372,TNT A TOUCH OF SOUL,2009-02-24,0,,20985.43,0.082
100032397,FIRST PLACE BAR & GRILL,2009-04-23,0,,191.07,0.233
100032430,TOWN FRYER,2009-04-24,1,,576.85,0.654
100032466,GREYHOUSE COFFEE & SUPPLY CO.,2009-02-20,0.17,,188.18,0.358
100032489,DR SINGLETON DENTAL OFFICE,2009-02-12,0,,199.2,0.214
100032499,DEL'S FREEZ,2009-02-24,0.965,,6283.26,0.21
100032820,FIREFIGHTERS/POSTAL CLUB,2010-01-06,0.568,,368.35,0.297
100032906,TWIN LAKES GOLF COURSE,2022-06-28,1,,93.54,-0.055
100033367,TAMMY'S COUNTRY KITCHEN,2016-03-31,0.838,,2375.34,0.244
100033385,SHUCK N DIVE CAJUN CAFE,2015-10-15,0.963,,10259.58,0.248
100033762,Country Roads Bar & Grill,2021-06-17,0,,1093.02,0.343
100033814,COFFEE CHAOS,2009-04-08,0,,5951.82,0.552
100033955,R PLACE RESTAURANT,2009-04-17,1,,811.05,0.368
100034001,FRONT PORCH (THE),2009-05-04,1,,1116.42,0.365
100034255,BLACK SHEEP BAR & GRILL (THE),2024-02-29,0.998,,4937.91,0.36
100034342,BRENTWOOD COUNTRY CLUB,2009-05-01,0.867,,379.53,0.23
100034384,YANKEE TRACE,2021-06-10,0.57,,525.19,0.251
100034509,BEIJING RESTAURANT,2009-04-28,1,,714.87,0.253
100034529,HOOK FISH & CHICKEN,2009-04-22,0.142,,91.93,0.237
100034541,MUSEUM OF ART FT LAUDERDALE,2011-02-24,1,,124.94,0.572
100034666,JOSE'S,2009-05-20,0,,769.36,0.147
100034892,JOE'S PRODUCE CO,2017-01-10,0.999,,896.76,0.295
100034965,SHOOTERS SPORTS GRILL,2009-05-01,0.5,,24.98,0.399
100035127,UPPER ST. CLAIR ATHLETIC ASSOCIATION,2009-04-30,1,,745.82,0.247
100035206,MICHIGAN CITY GOLF COURSE,2009-05-14,0.821,,7154.77,0.321
100035299,SPRING VALLEY GOLF COURSE,2009-05-06,0,,3405.87,0.459
100035302,MOUND GOLF COURSE 34783E,2009-05-19,0.835,,7911.06,0.437
100035336,CAPTAIN NEMO'S OF BELLEVILLE,2016-12-01,0.023,,389.7,0.249
100035351,3D VENDING,2009-05-06,0,,2676.89,0.108
100035355,FRANCHESCO'S RISTORANTE,2009-05-07,0.884,,1297.34,0.248
100035405,EL SOL AZTECA,2009-07-14,0,,301.78,0.242
100035429,PINE HILL NURSERY,2023-06-30,0.942,,556.73,0.324
100035502,TIZZANO'S PARTY CENTER,2010-04-13,0.006,,682.31,0.305
100035505,CITY OF DELAWARE,2009-05-18,0.513,,2863.1,0.154
100035533,Carriage Inn,2023-06-22,0.094,,553.61,0.125
100035564,MARQUETTE GOLF & COUNTRY CLUB,2022-05-31,0.186,,8360.72,0.37
100035585,NORTHSIDE PUB (THE),2009-05-14,0.813,,1736.59,0.353
100035724,EASTANALLEE BAPTIST,2009-06-04,1,,689.27,0.317
100035738,LATCHSTRING,2009-05-26,0.95,,167.47,0.311
100035857,VFW POST 3467,2021-01-28,0.508,,1517.01,0.377
100035945,GLENSIDE PUB,2009-05-28,0.944,,1309.3,0.4
100036125,CASCADE PARK CLUB,2010-12-21,1,,485.74,0.196
100036276,ASHERY FARMS,2009-06-26,1,,115.59,0.443
100036295,MICROTEL INN & SUITES,2009-06-16,1,,105.43,0.268
100036298,VFW BORLEY HANEL POST # 3033,2011-11-10,0.896,,1187.57,0.196
100036348,COUNTRY TABLE (THE),2009-06-19,0.719,,1540.89,0.318
100036432,NICK'S PIZZA,2009-06-12,0,,261.37,0.109
100036447,CHRIST THE REDEEMER CHURCH,2009-06-18,1.009,,763.73,0.448
100036451,CAUSEWAY BAY HOTEL,2023-05-19,0.889,,80.77,-0.886
100036667,EDIBLE ARRANGEMENTS,2013-08-28,1,,328.75,0.373
100036675,KFC OF MARQUETTE,2009-07-07,0.887,,232.73,0.366
100037025,Brunswick Eagles 3505,2014-07-11,0.194,,1164.64,0.301
100037034,NICK'S RESTAURANT,2014-11-05,0.857,,675.76,0.289
100037095,VINEYARDS COUNTRY CLUB,2009-07-07,1,,774.45,0.204
100037102,DELAWARE ATHLETIC BOOSTERS,2016-08-04,0.929,,5183.94,0.269
100037168,MOUNT CLEMENS ICE ARENA,2009-07-08,1,,853.7,-0.311
100037293,GARDEN CAFE,2009-09-17,0.173,,1766.24,0.306
100037671,Shinto Japanese Steakhouse & Sushi Bar,2014-01-22,1,,259.75,0.443
100037717,OPEN DOOR COFFEE HOUSE,2021-05-20,0.903,,874.45,0.447
100037723,COURT STREET COFFEE,2023-03-31,0.954,,3685.93,0.425
100037904,CALDER RACE COURSE,2021-06-17,1.009,,2627.1,0.339
100037944,FAST LANE FOODS,2009-08-03,0,,723.06,0.19
100037947,BIG BOY - WARREN,2009-08-06,0,,2701.36,0.32
100038116,Skateland,2024-02-29,0.958,,2400.59,0.428
100038142,TWISTY TREAT,2009-08-06,1,,3392.34,0.308
100038272,POLISH NATIONAL ALLIANCE #1120,2011-10-04,0.59,,1245.65,0.194
100038313,SPECIALTEA LOUNGE LLC,2020-02-20,1,,117.04,0.319
100038401,TRAVELING KNIVES AT AMERICAN AUTO AUCT,2022-03-15,0.997,,3179.53,0.364
100038506,INFANT JESUS OF PRAGUE SCHOOL,2012-09-14,0.689,,330.58,0.258
100038656,Asian Food of Holly Springs,2021-08-09,0.25,,228,-0.232
100038745,PANE E VINO,2009-08-25,0.671,,2413.48,0.251
100038794,BEARS ATHLETIC CLUB,2009-08-26,0.997,,8039.89,0.385
100038864,DOUBLE TREE MIAMI MART AIRPORT HOTEL,2022-04-07,0.99,,6170.82,0.227
100038900,WAUBONSIE VALLEY HS ATHLETIC BOOSTERS,2009-09-03,0.208,,1219.5,0.285
100038965,BUFFAT HEIGHTS BAPTIST CHURCH,2012-02-28,0.967,,726.48,0.287
100039148,FORREY GRILL,2009-09-23,0.481,,228,0.343
100039355,SOUTH SHORE YACHT CLUB,2022-06-02,0.983,,705.42,0.218
100039509,Mooresville American Legion Post 103,2018-04-25,0.691,,2241.28,0.389
100039555,BIG DOG STATION,2009-10-02,0.747,,3279.49,0.218
100039613,CHEF'S HAND SPECIALTIES,2009-09-25,0.961,,2115.62,0.3
100039796,SKILLET,2010-01-28,0,,4656.07,0.344
100039809,CENTRAL OHIO FARMERS CO-OP,2009-10-13,1,,1108.2,0.214
100039848,NEW HORIZONS COMMUNITY CHURCH,2009-10-08,1,,235.51,0.283
100039874,INDIAN RIVER COLONY CLUB,2015-02-24,1,,1701.62,0.181
100039915,GRACE'S KITCHEN,2010-02-02,0.035,,282.3,-0.61
100039961,KNOXVILLE CATERING,2010-08-11,0,,1925.65,0.404
100040093,ORIGINAL GOODIE SHOP (THE),2009-10-16,1,,495.92,0.422
100040236,ANGEL'S THAI CAFE,2009-12-02,0,,2512.26,0.197
100040347,Connected Restaurant,2018-12-03,0,,1674.78,0.237
100040374,MURRAY'S IRISH PUB,2014-06-19,1,,95.01,0.371
100040450,LAPEL EAGLES # 4323,2009-10-22,0.886,,14633.15,0.296
100040470,Dose Murphy Rd,2009-11-02,0.985,,10703,0.478
100040568,ORIENT CAFE,2009-10-30,0.445,,3262.29,0.372
100040606,IRON CHEF,2009-11-05,1,,6881.35,0.184
100040734,TERRAVERDE COUNTRY CLUB MASTER ASSOC,2017-10-23,0.687,,375.81,0.293
100040820,MAC'S MARKET,2018-01-12,0,,2744.64,0.407
100040872,WOOSTER CHURCH OF THE NAZARENE,2009-11-18,1,,2646.66,0.217
100040906,OLIVE BRANCH CATERING,2021-08-13,0.301,,1816.58,0.288
100040962,SPIROS PLAZA CAFE,2009-11-13,0.988,,6798.66,0.329
100040975,GERMAN VILLAGE COFFEE HAUS,2022-11-01,0.758,,3451.03,0.416
100040997,905 CAFE (THE),2009-12-04,0.893,,3632.59,0.302
100041003,INDIANA HOUSE OF PANCAKES - BLUFFTON,2009-11-24,1,,111.03,0.646
100041036,GENO'S SPORTS BAR & GRILL,2009-11-17,0,,648.37,0.399
100041080,LYNN'S PHARMACY,2009-11-20,1,,60.99,0.31
100041170,PLAZA LANES,2009-12-16,0,,299.2,0.204
100041333,RRK ATHENS GYROS,2016-08-26,0,,265.35,0.32
100041400,HAMILTON'S CATERING SERVICE,2012-06-05,0.399,,4284.31,0.465
100041530,ANGLES BAR & GRILL,2009-12-30,0.764,,8047.28,0.202
100041656,Final Four Bar & Grill,2022-02-25,0.906,,5352.39,0.444
100041728,BAKER STREET,2019-02-20,0.639,,8944.9,0.409
100042012,Hananoki @ Sango,2023-02-03,1,,41.14,0.517
100042051,LOUISVILLE FREE PUBLIC LIBRARY,2010-05-13,0.887,,190.82,0.342
100042205,LONG LAKE GROCERY,2012-07-27,0,,199.73,0.448
100042221,BREWSTERS,2021-12-14,0.843,,2133.16,0.285
100042253,JOLLY DONUTS,2010-01-15,0.24,,5725.4,0.418
100042304,EL MEXICANO,2010-02-02,1,,364.95,0.192
100042542,NED'S CORNER PUB,2010-01-15,0,,1192.67,0.375
100042686,SAIGON CAFE,2010-11-10,1,,350.69,0.433
100042718,SHEFFIELD LANES & LOUNGE,2010-01-28,0,,1184.21,0.366
100042754,POLISH KITCHEN HARBOR SPRINGS,2010-02-26,0.011,,6426.38,0.207
100042824,BOARS NEST BAR & GRILL,2013-07-09,1,,1118.57,0.356
100042937,GOODFELLA'S PIZZA,2010-03-26,1,,151.69,0.287
100043028,MAIN STREET GOURMET BAKERY,2010-04-14,1,,123.94,0.144
100043102,BEE JAY'S GROCERY & GIFTS,2010-02-12,0,,122.36,0.083
100043123,FIRST SLICE,2010-02-03,0.98,,936.69,0.403
100043159,KING RIBS BAR B Q WEST,2010-02-12,0.848,,1397.94,0.329
100043172,SMART VENDING SOLUTIONS,2015-08-27,0,,166.52,0.065
100043210,FERNANDEZ THE BULL II,2023-05-05,0.968,,785.04,0.061
100043223,GABLES ENGINEERING,2015-06-17,0.972,,5641.02,0.206
100043344,"THE ORCHID EVENTS & CATERING, LLC",2010-06-17,0,,562.79,0.344
100043387,OUR LADY QUEEN OF PEACE SCHOOL,2010-02-12,0,,222.5,0.466
100043431,ROLLER FOX,2010-02-19,0,,1230.14,0.238
100043492,VFW POST 1308 ALTON,2010-02-17,0.023,,222,0.847
100043604,LEHMANN'S LANDING,2010-04-07,0.976,,6639.12,0.146
100043615,BUFFALO MOUNTAIN GRILLE,2010-02-25,0.959,,3707.31,0.281
100043653,MESSIAH LUTHERAN CHURCH,2010-02-19,0.057,,515.26,0.316
100043869,KNIGHTS OF COLUMBUS #1043,2010-03-09,1,,35.05,0.257
100043878,ASSUMPTION GREEK ORTHODOX CHURCH,2014-04-04,1.768,,347.56,0.118
100044041,FROSTY MOOSE,2010-05-06,1,,5985.62,0.315
100044053,SUN UP FOOD MART,2010-03-04,1,,104.91,0.424
100044059,PINTS & QUARTS,2020-07-09,0.913,,4497.99,0.302
100044132,MUGSYS COFFEE CO,2010-03-09,0.992,,5690.95,0.468
100044248,PETERSON'S,2014-10-08,0.933,,2242.66,0.313
100044597,Roskam Baking Company-S1,2016-04-21,0.896,,3113.46,0.325
